game, current_winner1, current_winner2, current_loser1, current_loser2, winner_mean, loser_mean, phat
5296, 103523, 103529, 104620, 104926, 1739.204, 1710.505, 0.4653
5297, 103566, 103917, 103586, 103690, 1780.889, 1582.166, 0.7280
5298, 103898, 104273, 103828, 104486, 1717.753, 1541.103, 0.6988
5299, 108701, 104857, 104719, 104043, 1703.547, 1656.341, 0.4963
5300, 104898, 103730, 105227, 104160, 1526.170, 1494.477, 0.4703
5301, 105992, 106058, 111586, 111583, 1542.922, 1476.690, 0.5282
5302, 103997, 102963, 105643, 104338, 1616.744, 1481.943, 0.6383
5303, 103852, 103018, 104600, 104693, 1602.273, 1663.369, 0.3221
5304, 103594, 104098, 104136, 103822, 1531.227, 1558.686, 0.3734
5305, 104586, 104547, 104597, 104198, 1524.691, 1475.309, 0.5000
5306, 103184, 103185, 103594, 104098, 1928.357, 1526.063, 0.9052
5307, 103580, 103946, 103898, 104273, 1812.893, 1698.224, 0.6071
5308, 103852, 103018, 104471, 104249, 1634.984, 1679.793, 0.3465
5309, 103543, 104269, 103997, 102963, 1745.648, 1599.488, 0.6554
5310, 102110, 102800, 104898, 103730, 1822.563, 1517.708, 0.8399
5311, 108701, 104857, 103523, 103529, 1730.804, 1711.947, 0.4489
5312, 103566, 103917, 104586, 104547, 1790.630, 1514.950, 0.8138
5313, 105992, 106058, 103780, 104071, 1579.318, 1668.221, 0.2828
5314, 103184, 103185, 103543, 104269, 1941.578, 1732.426, 0.7411
5315, 108701, 104857, 103580, 103946, 1761.458, 1782.240, 0.3840
5316, 105992, 106058, 102110, 102800, 1621.103, 1780.777, 0.1978
5317, 103566, 103917, 103852, 103018, 1805.314, 1620.301, 0.7101
5318, 103184, 103185, 103566, 103917, 1957.366, 1789.526, 0.6866
5319, 108701, 104857, 105992, 106058, 1777.009, 1605.552, 0.6917
5320, 103184, 103185, 108701, 104857, 1970.711, 1763.664, 0.7385
5321, 103828, 104486, 103656, 103835, 1562.930, 1478.173, 0.5589
5322, 104679, 105188, 102886, 103863, 1658.733, 1537.612, 0.6173
5323, 104415, 103730, 104198, 104667, 1625.172, 1566.199, 0.5161
5324, 103594, 104495, 105062, 104873, 1555.755, 1477.646, 0.5479
5325, 103876, 104160, 102382, 103577, 1557.974, 1454.904, 0.5887
5326, 104122, 104919, 104467, 104807, 1501.653, 1473.529, 0.4643
5327, 103110, 105643, 104770, 102836, 1524.691, 1475.309, 0.5000
5328, 105807, 105311, 109336, 104803, 1524.691, 1475.309, 0.5000
